tid,lang,score,text,label,Gender
twv27776,en,0,@hon_alicenganga So it would have been passed to you..........,trolling,women
twv27780,en,-0.1,"@hon_alicenganga You're the same people who defended Jubilee administration, You now defer with H. E. HON. UHURU MUIGAI KENYATTA because he's disagreed with Sugoi man. The president wants to leave this country in safe hands.",neutral,women
twv27781,en,0,@hon_alicenganga Do you even know what you are saying,trolling,women
twv27785,en,-1.4,@hon_alicenganga We are where we are because of your selfishness as leaders. Stop telling us now. Bure kabisa,insult and hate speech,women
twv27786,et,0,@hon_alicenganga Uhuru and Ruto,neutral,women
twv27787,en,-0.5,@hon_alicenganga Pressure that he created for himself,neutral,women
twv27788,en,-1,@hon_alicenganga Thieves,insult and hate speech,women
twv27789,en,-0.75,@hon_alicenganga Rubbish,insult and hate speech,women
twv27790,en,-1,@hon_alicenganga A thief,insult and hate speech,women
twv27792,en,-1,@hon_alicenganga Unfortunately you never learned from it,trolling,women
twv27793,en,-1.35,@hon_alicenganga The Ng'ang'as of this world have had their way in the ballot in the last 20yrs but are still wailing about democracy. They are now forcing RUTO on us after the UHURUTO disaster. They want to finish us kabisa.,trolling,women
twv27795,en,-0.75,@hon_alicenganga The worse is going from UHURU to ruto...,trolling,women
twv27796,en,-1,@hon_alicenganga He is a disgrace!,insult and hate speech,women
twv27797,en,0,@hon_alicenganga You ain't seen nothing yet.,neutral,women
twv27800,en,0,"@hon_alicenganga He bangled the 2017 elections,",disinformation,women
twv27805,en,-0.75,"@hon_alicenganga Hypocrite 
How does your family tolerate you",insult and hate speech,women
twv27806,in,0,@hon_alicenganga Pewa mbili.,neutral,women
twv27807,in,0,@hon_alicenganga Haki iwe ngao na ulinzi,neutral,women
twv27810,en,-1.25,"@hon_alicenganga Only a thief has such qualities, for disguise ofcoz",insult and hate speech,women
twv27815,und,0,@hon_alicenganga @_screenshoter,neutral,women
twv27816,en,-2.1,@hon_alicenganga You ate and were filled during his tenure and now u vomit on our shoes on how bad the food was. You need to stop being foolish...its a choice.,insult and hate speech,women
twv27817,en,-0.75,@hon_alicenganga Shame on you. He is a thug like u people,insult and hate speech,women
twv27818,ht,0,@hon_alicenganga Amezoea hii maneno,neutral,women
twv27819,en,-1,@hon_alicenganga And Ruto is a disaster yet to happen,insult and hate speech,women
twv27820,in,-0.5,"@hon_alicenganga Seems your crying is just starting.Utalia madam,utalia bora usije na hio malilio yako kwa umma.",trolling,women
twv27822,en,-0.75,@hon_alicenganga How we sang 'ni gaitu gwa gwiciarira' is still a misery to many<U+0001F62D>,neutral,women
twv27824,en,0,@hon_alicenganga But the wast is going to Ruto,neutral,women
twv27825,en,0,@hon_alicenganga Aided by @WilliamsRuto,neutral,women
twv27826,en,0,"@hon_alicenganga Emotions put Uhuruto in power
Same emotions gave rise to UDA wave in mt. Kenya.

The more things change, the more they remain the same.",neutral,women
twv27827,en,0,@hon_alicenganga U concentrate on Uhuru more than you do to yourself,trolling,women
twv27828,in,0,@hon_alicenganga Nyumba za Karen mtachukua akilose,trolling,women
twv27829,tl,-0.5,@hon_alicenganga But mlisema kumira kumira<U+0001F923><U+0001F923>now he is the worst aki.,trolling,women
twv27831,en,-2.8,"@hon_alicenganga I won't take you serious on anything, NEVER AGAIN!! You messes us in 2013 and 2017, with your fake ""muthamaki and God-chosen"" shenanigans. You dare come here today and claim he is ""the worst thing?"" USELESS!!!",insult and hate speech,women
twv27833,en,-1,@hon_alicenganga @onesmus_ndegwa Chebukati fixed those Azimio thieves they cannot believe it. Na mambo bado. Watsmulikwa wote.,insult and hate speech,women
twv27834,in,0,@hon_alicenganga Anafa kwanza akuje Kisumu atusalimie atujawai mwona,neutral,women
twv27835,en,0,@hon_alicenganga The one you mentioned the 2nd after the 1st was who again???,neutral,women
twv27836,en,0,@hon_alicenganga All politician are the same no different btwn uhuru n ruto.,neutral,women
twv27837,en,-1.25,"@hon_alicenganga People have always glorified evil and theft, God's Grace is loading.....",neutral,women
twv27838,en,-1.5,@hon_alicenganga Glorifying election fraud shame.,insult and hate speech,women
twv27839,en,-0.35,"@hon_alicenganga Oh is that so, even after singing kumira kumira like possessed zombies?",insult and hate speech,women
twv27840,en,-0.5,@hon_alicenganga you know we i see someone like you criticizing uhuru in this manner and you fools voted three times for him while singing ni maombi sio uchawi kweli kenya ni nch ya ngiri tupu,insult and hate speech,women
twv27841,fi,0,"@hon_alicenganga Tumia kanua mwetereire miaka igoka mutwiri nimwahenirio, shadau",insult and hate speech,women
twv27842,en,-1,@hon_alicenganga THIEVES,insult and hate speech,women
twv27843,en,-2.45,@hon_alicenganga Naivety at it's best. Myopia is your condition. We can only expect it to be worse should the Ruto you shamelessly worship accidentally takes over. What do you think you are doing to our tribe. Selling us for a miserable plate of empty pro,insult and hate speech,women
twv27844,en,-0.4,"@hon_alicenganga Really,,,,,, when you cross a bridge don't burn it,,,, and never defecate on the plate after a meal,,,, think, think, think",trolling,women
twv27845,in,0,@hon_alicenganga But si nyinyi ndio mlisema jubilee tosha na mkasema kumira kumira. <U+0001F600><U+0001F603><U+0001F601><U+0001F604><U+0001F602> tena sai unaregret,trolling,women
twv27846,en,0,@hon_alicenganga 10 years down the line you will say the same about the current decision you made if it gets past SCORK,trolling,women
twv27847,en,-0.5,@hon_alicenganga Simply imagining Ruto at the top sends a shiver down my spine. Notukerira!,trolling,women
twv27850,tl,0,@hon_alicenganga Hapo ni kweli,neutral,women
twv27851,en,-2.25,@hon_alicenganga Wrong. The guy blunders a lot under pressure. Your opinion is not diagnostic,insult and hate speech,women
twv27852,in,0,@hon_alicenganga Hata huoni mvua inanyesha tangu tulichagua William hiyo inaonyesha dhulma ishaa ondoka,neutral,women
twv27854,in,0,@hon_alicenganga C uchawi..nimaombi...thuraku thuraku,neutral,women
twv27856,eu,0,@hon_alicenganga Azimio hasira kibao.,trolling,women
twv27857,hi,0,@hon_alicenganga Mukora Mukubwa Mukuvwa,insult and hate speech,women
twv27858,en,-1.75,@hon_alicenganga Comparison between former president Mzee kibaki and current president  should be a crime punishable by  health minds,neutral,women
twv27862,en,-0.25,"@hon_alicenganga I know you are tweeting from mbogo's house (Manchester Sacco), wearing nothing but an oversize t-shirt...lazima ulipie pesa ya wenyewe ya campaign.",insult and hate speech,women
twv27863,en,0,@hon_alicenganga You are worser than him,insult and hate speech,women
twv27864,tl,0,@hon_alicenganga Sherehe zenu ziliishia wapi,neutral,women
twv27868,en,-0.75,@hon_alicenganga And you are dragging us to the worst of the worst!,trolling,women
twv27869,en,0,@hon_alicenganga Suchlike is what we want.,neutral,women
twv27870,en,-1.25,@hon_alicenganga If uhuru was worse then Ruto will be horrible just like jumping into the fire from the pan is horrible,trolling,women
twv27871,es,-0.5,@hon_alicenganga Regrets? Tano Tena trended,neutral,women
twv27872,en,0,@hon_alicenganga Did you realise that today? So since 2013 you didn't know that.....wajinga waliisha Kenya.,insult and hate speech,women
twv27873,en,0,@hon_alicenganga You voted for him puga,insult and hate speech,women
twv27878,en,0,@hon_alicenganga You took your brain to wash wash coming back to your senses will take years,insult and hate speech,women
twv27879,en,0,"@hon_alicenganga God is for all of his creation, not only for UDA/KK",Positive,women
twv27880,en,-2,"@hon_alicenganga You should thank Baba always, working hard to wipe out the vice to keep you and others get re-elected without any hindrance to your political ambitions. You are aware, because of vote theft you missed out in 2017, 2027 you’ll not get it b",disinformation,women
twv27881,en,-0.75,@hon_alicenganga You have not see Ruto. It will be worse than life I. Guantanamo bay.,trolling,women
twv27883,en,-0.75,"@hon_alicenganga The guy only had one job to do after every 5 yrs,lakini because of greed and selfishness he couldnt deliver a free and fair elections...Nini husumbua watu lakini",insult and hate speech,women
twv27884,tl,0,@hon_alicenganga Huna baya mzee chebukati,neutral,women
twv27885,en,-0.25,@hon_alicenganga From Uhuruto-Rugathi is jumping from frying pan to fire,trolling,women
twv27886,tl,0,"@hon_alicenganga In kikuyu we say...MUTHURI TA UYU MWAMWONIRE KU?
NGAI NI MWEGA WATUMA TUMWONE<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F603><U+0001F602><U+0001F602>",neutral,women
twv27887,tl,0,@hon_alicenganga Aibu kubwa,insult and hate speech,women
twv27890,en,-1.25,@hon_alicenganga And in the unlikely event we go from uhuru to ruto it will be doom for Kenya,trolling,women
twv27891,en,0,@hon_alicenganga If you have nothing to say just mute or say kibaki to uhuruto,insult and hate speech,women
twv27892,en,0,@hon_alicenganga from grace to grass ...God wat did we do <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F64F>,trolling,women
twv27893,en,0,@hon_alicenganga Indeed,neutral,women
twv27895,in,0,@hon_alicenganga Tulia usikie uamuzi was mahakama,neutral,women
twv27896,en,0,@hon_alicenganga Some who believes in the rule of law.,neutral,women
twv27897,en,-0.75,@hon_alicenganga Many more will have to suffer. Clearing of witness. Kitaeleweka. The state never mises his target,disinformation,women
twv27900,en,-1,@hon_alicenganga Kamiti mwisho.....a thief,insult and hate speech,women
twv27904,en,0,@hon_alicenganga So he betrayed the kikuyus by telling them the truth that kenya cannot be rulled by two tribes only..,insult and hate speech,women
twv27905,en,-0.5,@hon_alicenganga It's 2022 and you're tweeting like it's 1969!I am of the opinion kikuyus and kalenjins should be banned from running for office(presidency) for 50 years!,insult and hate speech,women
twv27909,und,0,@hon_alicenganga 100%,neutral,women
twv27910,in,0,@hon_alicenganga nini hukua mbaya na huyu mama,insult and hate speech,women
twv27911,en,-0.75,@hon_alicenganga think that doesn't come close to moving from Wainaina Wa Jungle to this mediocrity. Instead of focusing on your Thika Agenda you are here yapping about retired and retiring leaders.. niii reke ngwiiire!,insult and hate speech,women
twv27913,en,-0.25,"@hon_alicenganga When you see one team praising the referee, just know there is a problem somewhere.",satire,women
twv27914,en,-1.25,@hon_alicenganga Also from Uhuru to Ruto is the  worst thing Kenyans will regret.,trolling,women
twv27916,en,0,@hon_alicenganga Too much noise won't change the past,insult and hate speech,women
twv27917,en,-1,@hon_alicenganga Now you still believe from Uhuru to Ruto..you will beg the whole country to remove him..and it will be...,trolling,women
twv27918,en,-0.1,@hon_alicenganga Not only to Uhuru but uhuruto will be the worst.Worser than that it will be RutoRigathi phase Kenyan democracy will ever experience....,trolling,women
twv27919,en,-0.25,@hon_alicenganga It's a wait and see,neutral,women
twv27920,und,0,@hon_alicenganga https://t.co/0eL4KrZmRK,neutral,women
twv27921,en,-1.5,@hon_alicenganga Going from Uhuru to Ruto will be suicidal and pathetic,trolling,women
twv27922,tl,-1,"@hon_alicenganga Kazi ya kura yako,we are suffering anyway",neutral,women
twv27923,en,-0.9,@hon_alicenganga You are yet to see disaster wait till the guy allegedly behind the cooking of women like you and kids in a church gets on top....you will be longing for your kamwana,trolling,women
twv27924,en,-4.05,@hon_alicenganga he is a sober greedy sadist alleged to have been involved in roasting women and kids in a church and murdered/bribed associated witnesses. He has no restraint and you will one day see him for what he is;  a manipulative &amp; heartless co,insult and hate speech,women
twv27925,en,-0.75,@hon_alicenganga And heading to Ruto is worse. That's why we are against it.,trolling,women
twv27926,en,-0.75,@hon_alicenganga Uhuru picking on Ruto to be his deputy was the biggest travesty to this nation.,trolling,women
twv27928,en,-0.8,@hon_alicenganga Kumira kumira ta thuraku …… reality is checking into the Republic. Choices have consequences,trolling,women
twv27930,en,0,@hon_alicenganga Says a person who voted for them 5 times in ten years.,trolling,women
twv27931,en,-0.8,@hon_alicenganga CHOICES HAVE CONSEQUENCES. Remember that??,neutral,women
twv27934,en,0,@hon_alicenganga And the same is happening now.,neutral,women
twv27935,en,-0.75,"@hon_alicenganga You are also here? Twitter streets? Anyway you are the one who sang kumira kumira ni maombi si uchawi kamwana etc,now if Ruto takes it for real you will regret louder! Uhuru will become an angel! The hatred for Raila has coated you since",insult and hate speech,women
twv27936,en,-1.2,"@hon_alicenganga You voted as Kumira Kumira, Tano Tena gang for 'Muthamaki witu' then come here to tell us how UhuRuto was a downgrade, you downgraded Kenya. The same way your are farther down-grading it to a level lower with UDAku.",insult and hate speech,women
twv27937,en,0,"@hon_alicenganga When you add in your remarks that kibaki left it to uhuruto, then the light that shines on Saul to be Paul will surely descend on you Mama.",neutral,women
twv27938,en,-1.15,@hon_alicenganga You stand accused of Aiding and abetting whatever worse you know seem to see.,trolling,women
twv27941,en,0,@hon_alicenganga We are waiting to see ur https://t.co/KWFQTsihFK poking others,insult and hate speech,women
twv27942,da,0,@hon_alicenganga You have forgot Kumerera Kumerera<U+0001F923><U+0001F923>?,trolling,women
twv27945,en,-1,"@hon_alicenganga Titus 1:16 
They profess that they know God; but in works they deny him, being abominable, and disobedient, and unto every good work reprobate.",satire,women
twv27947,tl,0,"@hon_alicenganga So ni picha na bible kwa mkono! ""Christianity!?""",trolling,women
twv27948,en,-2.15,"@hon_alicenganga And the same mouth is shamelessly preaching about Ruto!? 

Disgrace to our society! Shame!",insult and hate speech,women
twv27950,en,-0.65,@hon_alicenganga Gikuyu mùkìgìte mùno... you can't even remember strong kikuyu leaders were rigged out by your so called Sugoi god in 2017 and yet you're here yappin. Stop being greedy.,insult and hate speech,women
twv27951,en,0,@hon_alicenganga <U+0001D5D4><U+0001D5FA> <U+0001D600><U+0001D602><U+0001D5FF><U+0001D5F2> <U+0001D606><U+0001D5FC><U+0001D602> <U+0001D601><U+0001D5FC><U+0001D5FC><U+0001D5F8> <U+0001D5FD><U+0001D5EE><U+0001D5FF><U+0001D601> <U+0001D5F6><U+0001D5FB> <U+0,neutral,women
twv27952,en,-1.5,@hon_alicenganga Going from wainana wa jungle to Alice ng'ang'a is the biggest mistake people of thika town has done and will haunt us for the next five years,trolling,women
twv27953,en,0,@hon_alicenganga I have always thought so,neutral,women
twv27954,en,-0.4,@hon_alicenganga Shosh....si you sung si uchawi ni maombi? You must be a witch then,ageism,women
twv27955,en,0,@hon_alicenganga You forgot to post the one of 2027!....,trolling,women
twv27956,en,-0.5,@hon_alicenganga And we should start holding you responsible for making this mess<U+0001F605>,trolling,women
twv27957,et,0,@hon_alicenganga The same Uhuru whom you voted thrice?<U+0001F605><U+0001F605><U+0001F605><U+0001F605>. Hii hypocricy mko nayo yet Kila siku mnajiitanisha na Mungu itakuja kuisha,insult and hate speech,women
twv27960,en,0,@hon_alicenganga I agree we messed up!!,neutral,women
twv27962,tl,-0.75,"@hon_alicenganga Kwenda uko,,,hivi ndio utatweet 2032,,,from uhuru to ruto was worse.....tunakujua",insult and hate speech,women
twv27963,en,-0.75,"@hon_alicenganga Which you voted for twice with no shame ,the same way you regret his leadership is the same way you’ll regret whom you are supporting today in 2yrs time",trolling,women
twv27965,en,-1.5,@hon_alicenganga ur the one who voted uhuru wakikuyu useless now ur calling uhuru names who can listen to your nonsense,insult and hate speech,women
twv27969,en,0,@hon_alicenganga Really 305,neutral,women
twv27970,en,-1.4,"@hon_alicenganga stop lying , it's Azimio's case why act like u own God!!hypocrites will be unmasked",insult and hate speech,women
twv27971,en,-1.5,"@hon_alicenganga u might end up losing ur seat if u got it fraudulently that's ur biggest worry, i hear them mention kiambu county in their petition",trolling,women
twv27973,en,-1.5,"@hon_alicenganga an adult is regretting after kumira kumira , shame on you, uhuru has never been the problem and u confirmed this by voting for him thrice 2013 and 2017( mara mbili)",insult and hate speech,women
twv27974,tl,0,@hon_alicenganga Things you do for a meal ticket <U+0001F923><U+0001F923> si ilikula kwa Uhuru Sasa unapasua sahani juu utakula kwa ruto...and on and on...,insult and hate speech,women
twv27975,en,0,@hon_alicenganga If it's God don't mind about biting your tongue.,trolling,women
twv27976,in,-0.75,@hon_alicenganga wacha kutupima akili.mtu ameiba 2017 na haogopi kuiba tena 2022 kwani haogopi bloodshed,insult and hate speech,women
twv27977,tl,-1,@hon_alicenganga 100% alafu kuna hii ya uhuru to ruto it smells doom,insult and hate speech,women
twv27978,en,-0.75,@hon_alicenganga the ICC brothers are more or less the same all these people will bring destruction to kenya,disinformation,women
twv27979,en,0,@hon_alicenganga May be it was God's teaching about Wilderness.,neutral,women
twv27980,en,-1.5,@hon_alicenganga Uhuru was a president for all.  Your Ruto will be worse God forbid,trolling,women
twv27984,en,0,@hon_alicenganga This is a fighter,neutral,women
twv27986,tl,0,@hon_alicenganga Kumira kumira. Tano tena,neutral,women
twv27987,en,-1.25,@hon_alicenganga Why are you so obsessed with tarnishing H.E. Uhuru's name? Wait until you get WSR as president and see what happens to the democracy you are referring to!!!,insult and hate speech,women
twv27991,en,-0.5,@hon_alicenganga we warned you in 2013 but since tribalism rules we had no other way,insult and hate speech,women
twv27994,en,-0.75,@hon_alicenganga Another mistake is loading...,neutral,women
twv27995,en,-0.8,@hon_alicenganga @hon_alicenganga who voted in the son of Jomo? <U+0001F602><U+0001F602>. Choices have consequences.,neutral,women
twv27996,en,0,@hon_alicenganga yells a thuraku...,trolling,women
twv28000,en,0,@hon_alicenganga Says the same person that voted him 3times,trolling,women
twv28001,en,-0.15,@hon_alicenganga Was worse to elect the duo,trolling,women
twv28002,et,0,@hon_alicenganga Nyani haoni kundule !,insult and hate speech,women
twv28003,ro,0,@hon_alicenganga Bradfakn ushaanza kubweka before ata ukunie ya kwanza bunge nkt kaî gîkûyû kîrogetwo nûû<U+0001F61E>,insult and hate speech,women
twv28004,tl,0,@hon_alicenganga Wacha muhahe Fala wewe,insult and hate speech,women
twv28008,en,-0.65,@hon_alicenganga Someone say utuache na mwizi wetu. Stop lamenting you voted and defended him with all your strength. Usituletee ujinga,insult and hate speech,women
twv28009,en,-1,@hon_alicenganga Then to Ruto government in anycase he is going to form a government is going to be worst than a Taliban regime in Afghanistan.,insult and hate speech,women
twv28010,en,-0.5,@hon_alicenganga No president has ever made people from nyanza feel the government than Uhuru ...I go for uhuru.,Positive,women
twv28011,en,0,@hon_alicenganga That's according tk you,neutral,women
twv28013,en,-0.25,@hon_alicenganga We have already made another mistake so embrace your self,neutral,women
twv28015,in,0,@hon_alicenganga Kila binandamu anakasoro zake.....but uhuru aliweka ulevi mbele,insult and hate speech,women
twv28016,en,-3.25,"@hon_alicenganga Kibaki is probably the worst president. Read confidential files on WikiLeaks. Post election violence. Third largest land grabber. Extrajudicial killing of thousands young men. Instituted state capture.
To hell with this misinformed Kibak",insult and hate speech,women
twv28017,und,0,@hon_alicenganga https://t.co/69StIoaVDb,neutral,women
twv28019,en,-1,"@hon_alicenganga Kumira kumira, webe ni ure ure, tano tena and other short stories, you then voted thrice, now you are lamenting here.! How can we help you? <U+0001F914>",trolling,women
twv28020,en,-0.5,@hon_alicenganga But sometimes back in election 2017 you did slap iebc official.. Ama haikuwa wewe,trolling,women
twv28021,en,0,@hon_alicenganga To you only,neutral,women
twv28022,en,-0.4,"@hon_alicenganga to think you voted for him thrice and are now here lamenting<U+0001F644>"" si uchawi ni maombi"".......sing along!",trolling,women
twv28023,fr,0,@hon_alicenganga @UDAparty2022 Ongeza volume mhesh,neutral,women
twv28024,en,0,@hon_alicenganga St Anne's lioki old girls..are not at all surprised by anything coming from you.,neutral,women
twv28026,en,0,@hon_alicenganga Are you guys paid more for each tweet which has @UK. name?,neutral,women
twv28027,et,0,"@hon_alicenganga Wacha kiherere.

Tulia haki takes time.

https://t.co/2BoPfuiTsS",insult and hate speech,women
twv28028,hi,0,@hon_alicenganga @WilliamsRuto sanaa,neutral,women
twv28029,en,-1.25,@hon_alicenganga And in the unlikely event we go from uhuru to ruto it will be doom for Kenya,trolling,women
twv28031,und,0,@hon_alicenganga Ukifuata Raila utabeba to files,insult and hate speech,women
twv28033,en,-1,@hon_alicenganga He will be jailed soon na hio softness yake,disinformation,women
twv28034,tl,-0.25,@hon_alicenganga @hellenjeriKe Wacha iyo come slow<U+0001F602><U+0001F602><U+0001F602><U+0001F602>,neutral,women
twv28035,en,0,@hon_alicenganga Looting?,insult and hate speech,women
twv28037,en,-0.5,@hon_alicenganga Corrupt nigga he's,insult and hate speech,women
twv28041,en,0,@hon_alicenganga It's over now,neutral,women
twv28042,und,0,@hon_alicenganga 2013 https://t.co/ND83spyV2V,neutral,women
twv28044,en,0,@hon_alicenganga Idleness! Especially for Martha,insult and hate speech,women
twv28045,en,-0.75,@hon_alicenganga Rubbish,insult and hate speech,women
twv28046,in,0,@hon_alicenganga Miici ya kura! Tumia munua ucio kagege gaka,insult and hate speech,women
twv28048,tl,0,@hon_alicenganga Heheeee,neutral,women
twv28049,en,0,@hon_alicenganga Kalonzo is (K) for Constant?,neutral,women
twv28050,en,0,@hon_alicenganga Kalonzo is (K) for Constant?,neutral,women
twv28052,en,-0.15,@hon_alicenganga Dickmatization is real! It makes one to loose focus and think nonsense,sexual violence,women
twv28053,en,-1.1,@hon_alicenganga Thinking based on wet cracks is sad.,insult and hate speech,women
twv28054,en,-0.25,@hon_alicenganga No if it is overturned we should know it is not of God?,trolling,women
twv28055,und,0,@hon_alicenganga <U+0001F602><U+0001F602><U+0001F494>,neutral,women
twv28056,en,0,@hon_alicenganga kama the people's president <U+0001F602>,neutral,women
twv28058,en,0,@hon_alicenganga Haaaaa wahhh their routine,neutral,women
twv28060,en,-0.4,@hon_alicenganga here comes the tribalist witch misusing the name of God.,insult and hate speech,women
twv28062,en,-0.75,@hon_alicenganga Old books returned again with fake petitions.,insult and hate speech,women
twv28064,in,0,"@hon_alicenganga Kalonzo anafanyiswanga kazi chafu,  do u remember him lifting the till number ....?",trolling,women
twv28065,en,0,@hon_alicenganga Only this time marindas ndioo anabeba more evidence than her votes,insult and hate speech,women
twv28066,und,0,@hon_alicenganga <U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639><U+0001F639>,neutral,women
twv28068,tl,0,@hon_alicenganga Volume iko sawa mhesh,neutral,women
twv28069,tl,-0.1,@hon_alicenganga @WilliamsRuto And Don't expect it ata siku ya swearing in koome ndio atakuja na hiyo panga apatie ruto <U+0001F923><U+0001F923><U+0001F923><U+0001F923>,neutral,women
twv28072,en,0,"@hon_alicenganga But muhesh, this time they did it during the day.",neutral,women
twv28075,en,0,@hon_alicenganga Just a different day different  clothes <U+0001F605><U+0001F605><U+0001F605>,neutral,women
twv28076,ht,0,@hon_alicenganga Peter Kenneth hajazoea hii Mambo,trolling,women
twv28077,en,0,@hon_alicenganga The meme has come to life <U+0001F606><U+0001F606>,neutral,women
twv28078,in,0,@hon_alicenganga Mhesh tuliza boli uwanja ni mdogo..Ruto hapati ngo!,trolling,women
twv28079,en,-0.75,@hon_alicenganga I don't understand why you are mocking him....God might turn tables ....<U+0001F590>,neutral,women
twv28081,en,-1.25,@hon_alicenganga Not those who yell in my name will inherit the kingdom of God. So yell not in the name of the Lord in vain.,trolling,women
twv28085,en,0,@hon_alicenganga @Mo80318081Yusuf @JubileePartyK  See Our Sons<U+0001F926>,neutral,women
twv28086,en,0,@hon_alicenganga Exactly,neutral,women
twv28087,en,-0.5,@hon_alicenganga You forget the dusting,trolling,women
twv28094,en,-0.25,@hon_alicenganga Don't mock God madam or are you Angel Gabriel?,insult and hate speech,women
twv28095,en,0,@hon_alicenganga I wonder how you just involve God's name in this,trolling,women
twv28098,in,0,"@hon_alicenganga @WilliamsRuto Wewe enda ukanyolewe kwanza,wina uhii muingi muno",insult and hate speech,women
twv28100,pl,0,@hon_alicenganga Mheshimiwa ukona vacancy nikuje niwe Headteacher kwa ile shule yako? @hon_alicenganga,neutral,women
twv28101,en,0,@hon_alicenganga What if not?,neutral,women
twv28103,en,0,@hon_alicenganga How do you know that?,neutral,women
twv28106,en,-0.75,@hon_alicenganga God hates robbers Isaiah 61: 8,satire,women
twv28108,tl,0,@hon_alicenganga @WilliamsRuto Akwede huko,insult and hate speech,women
twv28111,en,0,@hon_alicenganga Mama you said it all.,neutral,women
twv28112,und,0,@hon_alicenganga <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F>,neutral,women
twv28113,en,-1,@hon_alicenganga Thika town our own mp... Tupee wira sasa @hon_alicenganga hustler government it is,neutral,women
twv28114,in,0,@hon_alicenganga Kitu mali safiiii kabisa,neutral,women
twv28115,en,0,@hon_alicenganga God flights our battle's,neutral,women
twv28116,en,0,@hon_alicenganga I know you bustards are saying she can gerrit.<U+0001F926>,insult and hate speech,women
twv28118,in,0,@hon_alicenganga Mhesh ebu ni follow @Geoff_DePrince,neutral,women
twv28120,in,0,@hon_alicenganga Mijimiji ya Ngai,neutral,women
twv28121,en,0,@hon_alicenganga @WilliamsRuto Note https://t.co/0qEIBYZncp,neutral,women
twv28124,es,0,@hon_alicenganga dimples <U+0001F525><U+0001F525><U+0001F525>,neutral,women
twv28125,tl,0,@hon_alicenganga Tufungue hardware wapi in Jesus name,neutral,women
twv28127,en,0,@hon_alicenganga All of a sudden everyone is born again...sihami Kenya,trolling,women
twv28128,et,0,@hon_alicenganga Umevaa MAFIRIRI!<U+0001F600><U+0001F600>,neutral,women
twv28135,en,-0.75,"@hon_alicenganga Now what are you saying?
How does reli relate to IEBC elections fraud?",insult and hate speech,women
twv28136,en,0,@hon_alicenganga here's a list of all elected governors 2022. https://t.co/MNU7Lxv2S8,neutral,women
twv28139,en,0,@hon_alicenganga How are you in Jesus name. https://t.co/dYizP90HO9,neutral,women
twv28145,en,-1,@hon_alicenganga God's name shouldn't be called unnecessarily....even thieves and murderers also quote the name of God,insult and hate speech,women
twv28146,in,0,@hon_alicenganga Wafarisayo..mchana biblia usiku room 350,insult and hate speech,women
twv28147,en,-0.75,@hon_alicenganga Useless woman.. products of room 350,insult and hate speech,women
twv28149,en,0,@hon_alicenganga August 2022. Politicians are very biblical,insult and hate speech,women
twv28150,und,0,@hon_alicenganga <U+0001F60A><U+0001F917>,neutral,women
twv28151,in,0,@hon_alicenganga Kiongoss ya town,neutral,women
twv28153,vi,0,@hon_alicenganga Nìwathakara mùno Mhesh,neutral,women
twv28155,in,0,@hon_alicenganga Mali safiiiiiiiiiiiiiii.,neutral,women
twv28158,en,0,@hon_alicenganga Indeed hard work and GOD all is possible.,neutral,women
twv28159,tr,0,@hon_alicenganga Alaaar,neutral,women
twv28160,und,0,@hon_alicenganga Hizi nguo za yellow zote upeleke children's home ukitoka UDA<U+0001F605>,insult and hate speech,women
twv28163,et,0,@hon_alicenganga Kusema na kutenda.,neutral,women
twv28164,tl,0,@hon_alicenganga Mkono ni nyeusi uso ni brown hii ni balaa anyway ni life <U+0001F605>,body shaming,women
twv28165,en,0,"@hon_alicenganga Watoto wetu kutoka central,God is not a respector of person ,he searches the heart,",neutral,women
twv28166,en,-0.25,@hon_alicenganga You belong to house of fire <U+0001F525>,insult and hate speech,women
twv28171,en,0,@hon_alicenganga You will not get a second term,trolling,women
twv28172,en,0,"@hon_alicenganga Umeanza, don't be surprised next election you will be mowhere",trolling,women
twv28174,tl,0,@hon_alicenganga Sasa mhesh,neutral,women
twv28175,in,0,@hon_alicenganga Penda wewe sana mamaa,neutral,women
twv28176,tl,0,@hon_alicenganga Na utufanyie Kazi sasa,neutral,women
twv28177,et,0,@hon_alicenganga Thika 001 herselofu,neutral,women
twv28186,und,0,@hon_alicenganga <U+0001F64F>,neutral,women
twv28193,en,0,@hon_alicenganga Define upgrade....<U+0001F914>,neutral,women
twv28194,en,-0.5,"@hon_alicenganga @KithekaDon @WilliamsRuto Someone steals in your house, do you congratulate them or arrest them?<U+0001F602><U+0001F602><U+0001F602> don't answer it's rhetorical",insult and hate speech,women
twv28196,en,0,@hon_alicenganga Definitely and on so many levels..,neutral,women
twv28198,en,0,@hon_alicenganga An upgrade looter,insult and hate speech,women
twv28200,eu,0,@hon_alicenganga @WilliamsRuto Kabisaaa siku zote.,neutral,women
twv28202,tl,-1.8,@hon_alicenganga Ni urembo tuu lakini akili hakuna inakaa sewer line Ruto is a downgrade and disgrace to kenyans,insult and hate speech,women
twv28204,lt,0,@hon_alicenganga Mdomo tu! mama,insult and hate speech,women
